Source,Target,Weight,Type,Source_Label,Target_Label
non_pharmacological_treatment,treatment_outcome,3,Undirected,Non-Pharmacological Treatment,Treatment Outcome
cgrp_receptor,pain_management,2,Undirected,Cgrp Receptor,Pain Management
mindfulness,mindfulness_based_stress_reduc,3,Undirected,Mindfulness,Mindfulness-Based Stress Reduction
mindfulness_based_stress_reduc,stress,3,Undirected,Mindfulness-Based Stress Reduction,Stress
galcanezumab,withholding_treatment,2,Undirected,Galcanezumab,Withholding Treatment
quality_life,withholding_treatment,2,Undirected,Quality Life,Withholding Treatment
treatment_outcome,withholding_treatment,2,Undirected,Treatment Outcome,Withholding Treatment
physical_therapy,treatment,2,Undirected,Physical Therapy,Treatment
monthly_migraine_days,transcutaneous_electric_nerve_,3,Undirected,Monthly Migraine Days,Transcutaneous Electric Nerve Stimulation
emergency_department,treatment,2,Undirected,Emergency Department,Treatment
moh,tms,3,Undirected,Moh,Tms
moh,transcranial_magnetic,2,Undirected,Moh,Transcranial Magnetic
moh,transcranial_magnetic_stimulat,3,Undirected,Moh,Transcranial Magnetic Stimulation
amitriptyline,botulinum_toxin,3,Undirected,Amitriptyline,Botulinum Toxin
botulinum_toxin,erenumab,3,Undirected,Botulinum Toxin,Erenumab
botulinum_toxin,propranolol,3,Undirected,Botulinum Toxin,Propranolol
botulinum_toxin,topiramate,3,Undirected,Botulinum Toxin,Topiramate
botulinum_toxin,valproate,3,Undirected,Botulinum Toxin,Valproate
calcitonin_gene_related_inhibi,onabotulinumtoxina,3,Undirected,Calcitonin Gene-Related Inhibitors,Onabotulinumtoxina
onabotulinumtoxina,valproate,3,Undirected,Onabotulinumtoxina,Valproate
electric_stimulation_therapy,external_trigeminal_nerve_stim,4,Undirected,Electric Stimulation Therapy,External Trigeminal Nerve Stimulation
electric_stimulation_therapy,trigeminal_nerve,4,Undirected,Electric Stimulation Therapy,Trigeminal Nerve
external_trigeminal_nerve_stim,trigeminal_nerve,3,Undirected,External Trigeminal Nerve Stimulation,Trigeminal Nerve
anti_inflammatory_agents,occipital_nerve,2,Undirected,Anti-Inflammatory Agents,Occipital Nerve
emergency_department,occipital_nerve,5,Undirected,Emergency Department,Occipital Nerve
calcitonin_gene_related_peptid,treatment,4,Undirected,Calcitonin Gene-Related Peptide,Treatment
calcitonin_gene_related_peptid,calcitonin_gene_related_peptid,2,Undirected,Calcitonin Gene-Related Peptide Receptor,Calcitonin Gene-Related Peptide Receptor Antagonists
calcitonin_gene_related_peptid,treatment,4,Undirected,Calcitonin Gene-Related Peptide Receptor Antagonists,Treatment
erenumab,treatment,2,Undirected,Erenumab,Treatment
fremanezumab,treatment,2,Undirected,Fremanezumab,Treatment
galcanezumab,treatment,2,Undirected,Galcanezumab,Treatment
galcanezumab,triptans,3,Undirected,Galcanezumab,Triptans
gepants,treatment,2,Undirected,Gepants,Treatment
dietary_supplements,electric_stimulation_therapy,3,Undirected,Dietary Supplements,Electric Stimulation Therapy
acupuncture_therapy,menstrual,2,Undirected,Acupuncture Therapy,Menstrual
acupuncture_points,electroacupuncture,8,Undirected,Acupuncture Points,Electroacupuncture
calcitonin_gene_related,electroacupuncture,4,Undirected,Calcitonin Gene-Related,Electroacupuncture
phytotherapy,treatment_outcome,2,Undirected,Phytotherapy,Treatment Outcome
chronic_pain,treatment,2,Undirected,Chronic Pain,Treatment
cgrp_receptor,cluster_headache,3,Undirected,Cgrp Receptor,Cluster Headache
topiramate,transcutaneous_electric_nerve_,2,Undirected,Topiramate,Transcutaneous Electric Nerve Stimulation
topiramate,treatment_failure,2,Undirected,Topiramate,Treatment Failure
onabotulinumtoxina,vascular,2,Undirected,Onabotulinumtoxina,Vascular
fibromyalgia,pain_management,2,Undirected,Fibromyalgia,Pain Management
drug_therapy,economic_burden,2,Undirected,Drug Therapy,Economic Burden
disability,tms,6,Undirected,Disability,Tms
acupuncture,emergency_department,2,Undirected,Acupuncture,Emergency Department
anti_inflammatory_agents,pain_management,4,Undirected,Anti-Inflammatory Agents,Pain Management
headache_days,withholding_treatment,3,Undirected,Headache Days,Withholding Treatment
headache_days,remote_electrical_neuromodulat,2,Undirected,Headache Days,Remote Electrical Neuromodulation
acupuncture,vestibular,3,Undirected,Acupuncture,Vestibular
acupuncture,vestibular_migraine,3,Undirected,Acupuncture,Vestibular Migraine
acupuncture_points,anxiety,3,Undirected,Acupuncture Points,Anxiety
acupuncture_points,depression,3,Undirected,Acupuncture Points,Depression
molecular_targeted_therapy,treatment,2,Undirected,Molecular Targeted Therapy,Treatment
anti_cgrp_monoclonal_antibodie,calcitonin_gene_related_inhibi,2,Undirected,Anti-Cgrp Monoclonal Antibodies,Calcitonin Gene-Related Inhibitors
botulinum,calcitonin_gene_related_peptid,2,Undirected,Botulinum,Calcitonin Gene-Related Peptide Receptor Dosage
botulinum,gepants,4,Undirected,Botulinum,Gepants
botulinum_toxins,gepants,2,Undirected,Botulinum Toxins,Gepants
calcitonin_gene_related,cgrp_receptor_antagonists,2,Undirected,Calcitonin Gene-Related,Cgrp Receptor Antagonists
calcitonin_gene_related_peptid,vascular,2,Undirected,Calcitonin Gene-Related Peptide Receptor Dosage,Vascular
cgrp_receptor_antagonists,erenumab,2,Undirected,Cgrp Receptor Antagonists,Erenumab
cgrp_receptor_antagonists,migraine_therapy,2,Undirected,Cgrp Receptor Antagonists,Migraine Therapy
cgrp_receptor_antagonists,onabotulinumtoxina,2,Undirected,Cgrp Receptor Antagonists,Onabotulinumtoxina
nerve_stimulation,non_pharmacologic_treatment,3,Undirected,Nerve Stimulation,Non-Pharmacologic Treatment
neuromodulation,non_pharmacologic_treatment,2,Undirected,Neuromodulation,Non-Pharmacologic Treatment
non_pharmacologic_treatment,tms,2,Undirected,Non-Pharmacologic Treatment,Tms
non_pharmacologic_treatment,transcranial_magnetic,2,Undirected,Non-Pharmacologic Treatment,Transcranial Magnetic
calcitonin_gene_related_inhibi,neuromodulation,3,Undirected,Calcitonin Gene-Related Inhibitors,Neuromodulation
sham_acupuncture,treatment_outcome,2,Undirected,Sham Acupuncture,Treatment Outcome
drug_therapy,propranolol,2,Undirected,Drug Therapy,Propranolol
cluster_headache,neuroinflammation,2,Undirected,Cluster Headache,Neuroinflammation
dietary_approaches_stop_hypert,treatment_outcome,2,Undirected,Dietary Approaches Stop Hypertension,Treatment Outcome
cardiovascular,vasoconstriction,2,Undirected,Cardiovascular,Vasoconstriction
disability,pfo_closure,2,Undirected,Disability,Pfo Closure
monthly_migraine_days,patent_foramen_ovale,3,Undirected,Monthly Migraine Days,Patent Foramen Ovale
monthly_migraine_days,pfo_closure,3,Undirected,Monthly Migraine Days,Pfo Closure
diet,relaxation,3,Undirected,Diet,Relaxation
acupuncture,transcranial_magnetic,3,Undirected,Acupuncture,Transcranial Magnetic
non_pharmacologic_treatment,treatment_outcome,2,Undirected,Non-Pharmacologic Treatment,Treatment Outcome
monoclonal_antibodies,pain_management,2,Undirected,Monoclonal Antibodies,Pain Management
acupuncture_therapy,neuromodulation,3,Undirected,Acupuncture Therapy,Neuromodulation
diet,non_pharmacological_treatment,2,Undirected,Diet,Non-Pharmacological Treatment
disability,non_pharmacological_treatment,2,Undirected,Disability,Non-Pharmacological Treatment
neuromodulation,physical_therapy,2,Undirected,Neuromodulation,Physical Therapy
non_pharmacological_treatment,transcutaneous_electric_nerve_,2,Undirected,Non-Pharmacological Treatment,Transcutaneous Electric Nerve Stimulation
physical_therapy,transcranial_magnetic,2,Undirected,Physical Therapy,Transcranial Magnetic
remote_electrical_neuromodulat,transcutaneous_electric_nerve_,3,Undirected,Remote Electrical Neuromodulation,Transcutaneous Electric Nerve Stimulation
acupuncture,treatment,2,Undirected,Acupuncture,Treatment
depression,hormonal_contraception,2,Undirected,Depression,Hormonal Contraception
hormonal_contraception,menstrual,2,Undirected,Hormonal Contraception,Menstrual
medication,treatment,2,Undirected,Medication,Treatment
medication,treatment_outcome,2,Undirected,Medication,Treatment Outcome
acupuncture,calcitonin_gene_related_peptid,2,Undirected,Acupuncture,Calcitonin Gene-Related Peptide Receptor Antagonists
galcanezumab,nerve_stimulation,2,Undirected,Galcanezumab,Nerve Stimulation
cortical_spreading_depression,trigeminal,2,Undirected,Cortical Spreading Depression,Trigeminal
neuroinflammation,vagus_nerve_stimulation,2,Undirected,Neuroinflammation,Vagus Nerve Stimulation
behavior_therapy,electric_stimulation_therapy,2,Undirected,Behavior Therapy,Electric Stimulation Therapy
amitriptyline,tms,3,Undirected,Amitriptyline,Tms
amitriptyline,transcranial_magnetic,3,Undirected,Amitriptyline,Transcranial Magnetic
amitriptyline,transcranial_magnetic_stimulat,2,Undirected,Amitriptyline,Transcranial Magnetic Stimulation
migraine_therapy,transcranial_magnetic_stimulat,2,Undirected,Migraine Therapy,Transcranial Magnetic Stimulation
cortical_spreading_depression,ischemic_stroke,2,Undirected,Cortical Spreading Depression,Ischemic Stroke
epilepsy,ischemic_stroke,2,Undirected,Epilepsy,Ischemic Stroke
exercise_therapy,physical_therapy_modalities,3,Undirected,Exercise Therapy,Physical Therapy Modalities
biofeedback,calcitonin_gene_related,2,Undirected,Biofeedback,Calcitonin Gene-Related
cognitive_behavioral_therapy,electric_stimulation_therapy,2,Undirected,Cognitive Behavioral Therapy,Electric Stimulation Therapy
cognitive_behavioral_therapy,trigeminal,2,Undirected,Cognitive Behavioral Therapy,Trigeminal
electric_stimulation_therapy,lasmiditan,2,Undirected,Electric Stimulation Therapy,Lasmiditan
electric_stimulation_therapy,transcranial_magnetic,4,Undirected,Electric Stimulation Therapy,Transcranial Magnetic
electric_stimulation_therapy,transcranial_magnetic_stimulat,6,Undirected,Electric Stimulation Therapy,Transcranial Magnetic Stimulation
lasmiditan,transcranial_magnetic_stimulat,2,Undirected,Lasmiditan,Transcranial Magnetic Stimulation
lasmiditan,treatment,2,Undirected,Lasmiditan,Treatment
neuromodulation,relaxation,2,Undirected,Neuromodulation,Relaxation
transcranial_magnetic_stimulat,treatment,2,Undirected,Transcranial Magnetic Stimulation,Treatment
disease_management,stress,2,Undirected,Disease Management,Stress
molecular_targeted_therapy,stress,2,Undirected,Molecular Targeted Therapy,Stress
stms,transcranial_magnetic_stimulat,2,Undirected,Stms,Transcranial Magnetic Stimulation
acupuncture_therapy,propranolol,2,Undirected,Acupuncture Therapy,Propranolol
botulinum_toxin,fremanezumab,2,Undirected,Botulinum Toxin,Fremanezumab
botulinum_toxin,galcanezumab,2,Undirected,Botulinum Toxin,Galcanezumab
lasmiditan,medication_overuse_headache,2,Undirected,Lasmiditan,Medication Overuse Headache
lasmiditan,propranolol,2,Undirected,Lasmiditan,Propranolol
calcitonin_gene_related,cgrp_monoclonal_antibodies,2,Undirected,Calcitonin Gene-Related,Cgrp Monoclonal Antibodies
acupuncture,combined_modality_therapy,3,Undirected,Acupuncture,Combined Modality Therapy
combined_modality_therapy,vestibular,2,Undirected,Combined Modality Therapy,Vestibular
combined_modality_therapy,vestibular_migraine,2,Undirected,Combined Modality Therapy,Vestibular Migraine
botulinum_toxins,time_to_treatment,2,Undirected,Botulinum Toxins,Time-To-Treatment
drug_costs,health_care_costs,2,Undirected,Drug Costs,Health Care Costs
anti_inflammatory_agents,economic_burden,2,Undirected,Anti-Inflammatory Agents,Economic Burden
drug_therapy,neuromodulation,3,Undirected,Drug Therapy,Neuromodulation
botulinum,electric_stimulation_therapy,2,Undirected,Botulinum,Electric Stimulation Therapy
calcitonin_gene_related_peptid,lasmiditan,2,Undirected,Calcitonin Gene-Related Peptide Receptor,Lasmiditan
electric_stimulation_therapy,migraine_therapy,2,Undirected,Electric Stimulation Therapy,Migraine Therapy
exercise_therapy,vestibular,2,Undirected,Exercise Therapy,Vestibular
nerve_stimulation,preventive_therapy,2,Undirected,Nerve Stimulation,Preventive Therapy
neuromodulation,preventive_therapy,2,Undirected,Neuromodulation,Preventive Therapy
acupuncture,cognitive_behavioral_therapy,2,Undirected,Acupuncture,Cognitive Behavioral Therapy
electric_stimulation_therapy,transcutaneous_electric_nerve_,2,Undirected,Electric Stimulation Therapy,Transcutaneous Electric Nerve Stimulation
acupuncture_points,trigeminal,4,Undirected,Acupuncture Points,Trigeminal
exercise,mindfulness,4,Undirected,Exercise,Mindfulness
mindfulness,physical_therapy,2,Undirected,Mindfulness,Physical Therapy
headache_days,vagus_nerve_stimulation,2,Undirected,Headache Days,Vagus Nerve Stimulation
amitriptyline,combined_modality_therapy,3,Undirected,Amitriptyline,Combined Modality Therapy
amitriptyline,diet,2,Undirected,Amitriptyline,Diet
amitriptyline,stress,2,Undirected,Amitriptyline,Stress
biofeedback,headache_days,2,Undirected,Biofeedback,Headache Days
calcitonin_gene_related_peptid,cluster_headache,2,Undirected,Calcitonin Gene-Related Peptide Receptor Antagonists,Cluster Headache
cluster_headache,gepants,2,Undirected,Cluster Headache,Gepants
menopause,perimenopause,2,Undirected,Menopause,Perimenopause
menopause,progesterone,2,Undirected,Menopause,Progesterone
progesterone,stroke,2,Undirected,Progesterone,Stroke
cortical_spreading_depression,migraine_therapy,2,Undirected,Cortical Spreading Depression,Migraine Therapy
acupuncture_therapy,combined_modality_therapy,2,Undirected,Acupuncture Therapy,Combined Modality Therapy
acupuncture_therapy,electroacupuncture,2,Undirected,Acupuncture Therapy,Electroacupuncture
electroacupuncture,topiramate,2,Undirected,Electroacupuncture,Topiramate
acupuncture,pain_management,5,Undirected,Acupuncture,Pain Management
diet,treatment,2,Undirected,Diet,Treatment
ketogenic_diet,neuroinflammation,2,Undirected,Ketogenic Diet,Neuroinflammation
occipital_nerve,transcutaneous_electrical_nerv,2,Undirected,Occipital Nerve,Transcutaneous Electrical Nerve Stimulation
occipital_nerve,transcranial_magnetic_stimulat,4,Undirected,Occipital Nerve,Transcranial Magnetic Stimulation
occipital_nerve_stimulation,transcranial_magnetic,2,Undirected,Occipital Nerve Stimulation,Transcranial Magnetic
occipital_nerve_stimulation,transcranial_magnetic_stimulat,2,Undirected,Occipital Nerve Stimulation,Transcranial Magnetic Stimulation
anxiety,tms,2,Undirected,Anxiety,Tms
anxiety,transcranial_magnetic,3,Undirected,Anxiety,Transcranial Magnetic
anxiety,transcranial_magnetic_stimulat,2,Undirected,Anxiety,Transcranial Magnetic Stimulation
acute_migraine_treatment,trigeminal_nerve,2,Undirected,Acute Migraine Treatment,Trigeminal Nerve
calcitonin_gene_related_peptid,calcitonin_gene_related_peptid,2,Undirected,Calcitonin Gene-Related Peptide,Calcitonin Gene-Related Peptide Antagonists
calcitonin_gene_related_peptid,monoclonal_antibodies,2,Undirected,Calcitonin Gene-Related Peptide Antagonists,Monoclonal Antibodies
menstrual,triptans,2,Undirected,Menstrual,Triptans
cognitive_behavioral_therapy,physical_therapy_modalities,2,Undirected,Cognitive Behavioral Therapy,Physical Therapy Modalities
headache_days,repetitive_transcranial_magnet,2,Undirected,Headache Days,Repetitive Transcranial Magnetic Stimulation
botulinum,emergency_department,2,Undirected,Botulinum,Emergency Department
botulinum_toxins,emergency_department,2,Undirected,Botulinum Toxins,Emergency Department
emergency_department,onabotulinumtoxina,2,Undirected,Emergency Department,Onabotulinumtoxina
botulinum,diet,2,Undirected,Botulinum,Diet
cognitive_behavioral_therapy,dietary_supplements,2,Undirected,Cognitive Behavioral Therapy,Dietary Supplements
diet_therapy,treatment_outcome,2,Undirected,Diet Therapy,Treatment Outcome
dietary_supplements,exercise,3,Undirected,Dietary Supplements,Exercise
anxiety,calcitonin_gene_related_inhibi,2,Undirected,Anxiety,Calcitonin Gene-Related Inhibitors
calcitonin_gene_related_inhibi,transcranial_magnetic,2,Undirected,Calcitonin Gene-Related Inhibitors,Transcranial Magnetic
behavioral_therapy,treatment_outcome,2,Undirected,Behavioral Therapy,Treatment Outcome
biofeedback,exercise,3,Undirected,Biofeedback,Exercise
biofeedback,physical_therapy,2,Undirected,Biofeedback,Physical Therapy
cognitive_behavioral_therapy,exercise,2,Undirected,Cognitive Behavioral Therapy,Exercise
cognitive_behavioral_therapy,exercise_therapy,2,Undirected,Cognitive Behavioral Therapy,Exercise Therapy
erenumab,retreatment,2,Undirected,Erenumab,Retreatment
migraine_therapy,remote_electrical_neuromodulat,3,Undirected,Migraine Therapy,Remote Electrical Neuromodulation
acupuncture,relaxation,2,Undirected,Acupuncture,Relaxation
cluster_headache,trigeminal_nerve,2,Undirected,Cluster Headache,Trigeminal Nerve
transcranial_magnetic,trigeminal_nerve,3,Undirected,Transcranial Magnetic,Trigeminal Nerve
transcranial_magnetic_stimulat,trigeminal_nerve,3,Undirected,Transcranial Magnetic Stimulation,Trigeminal Nerve
tms,transcutaneous_electric_nerve_,2,Undirected,Tms,Transcutaneous Electric Nerve Stimulation
headache_days,transcutaneous_electrical_nerv,2,Undirected,Headache Days,Transcutaneous Electrical Nerve Stimulation
